data_size,Accuracy_Score,ntree,Info_Ratio,run_time,train_date_st,test_date_st
500,2.008,150,-0.5455280213611718,0 days 00:00:28.042210000,2002-10-18 04:00:00,2008-09-15 21:00:00
500,1.944,150,0.5751978740827518,0 days 00:00:26.896543000,2002-10-18 04:00:00,2008-10-14 17:00:00
500,2.032,150,-0.2802877538823472,0 days 00:00:27.751085000,2002-10-18 04:00:00,2008-11-12 13:00:00
500,2.568,150,-1.5851054451918825,0 days 00:00:27.754241000,2002-10-18 04:00:00,2008-12-11 09:00:00
500,2.256,150,-0.42152437862411396,0 days 00:00:29.113669000,2002-10-18 04:00:00,2009-01-09 05:00:00
500,1.944,150,0.39559643624274815,0 days 00:00:29.310697000,2002-10-18 04:00:00,2009-02-09 01:00:00
500,1.976,150,0.13141985891362015,0 days 00:00:29.417369000,2002-10-18 04:00:00,2009-03-09 21:00:00
500,1.928,150,-0.279381109913956,0 days 00:00:30.187112000,2002-10-18 04:00:00,2009-04-07 17:00:00
500,1.632,150,1.309070481878048,0 days 00:00:30.766790000,2002-10-18 04:00:00,2009-05-06 13:00:00
500,2.304,150,-0.9348562711623712,0 days 00:00:31.836577000,2002-10-18 04:00:00,2009-06-04 09:00:00
500,2.224,150,-0.5499352046071347,0 days 00:00:31.609545000,2002-10-18 04:00:00,2009-07-03 05:00:00
500,1.69,150,1.08496329905924,0 days 00:00:31.958991000,2002-10-18 04:00:00,2009-08-03 01:00:00
500,2.192,150,-0.7458237139589313,0 days 00:00:32.750551000,2002-10-18 04:00:00,2009-08-31 21:00:00
500,1.8,150,0.7595901945512092,0 days 00:00:33.519183000,2002-10-18 04:00:00,2009-09-29 17:00:00
500,1.824,150,0.38730652871687016,0 days 00:00:34.122912000,2002-10-18 04:00:00,2009-10-28 13:00:00
500,2.328,150,-0.7931061312811454,0 days 00:00:34.651781000,2002-10-18 04:00:00,2009-11-26 09:00:00
500,1.752,150,0.595817025967468,0 days 00:00:34.920896000,2002-10-18 04:00:00,2009-12-25 05:00:00
500,2.448,150,-0.6212608331208247,0 days 00:00:35.312745000,2002-10-18 04:00:00,2010-01-25 01:00:00
500,1.96,150,0.22668291450323996,0 days 00:00:35.976616000,2002-10-18 04:00:00,2010-02-22 21:00:00
500,1.448,150,1.1873192290954597,0 days 00:00:37.043459000,2002-10-18 04:00:00,2010-03-23 17:00:00
500,1.552,150,1.0105447562371646,0 days 00:00:36.999222000,2002-10-18 04:00:00,2010-04-21 13:00:00
500,1.872,150,0.1821993043515375,0 days 00:00:36.975766000,2002-10-18 04:00:00,2010-05-20 09:00:00
500,2.52,150,-1.2336501768062962,0 days 00:00:37.349489000,2002-10-18 04:00:00,2010-06-18 05:00:00
500,1.88,150,-0.4059684523316112,0 days 00:00:37.785567000,2002-10-18 04:00:00,2010-07-19 01:00:00
500,1.84,150,0.014948641827970252,0 days 00:00:38.501714000,2002-10-18 04:00:00,2010-08-16 21:00:00
500,1.472,150,1.327630433518647,0 days 00:00:38.694595000,2002-10-18 04:00:00,2010-09-14 17:00:00
500,1.866,150,0.6809096277891328,0 days 00:00:38.775074000,2002-10-18 04:00:00,2010-10-13 13:00:00
500,1.864,150,0.528799224543422,0 days 00:00:39.541089000,2002-10-18 04:00:00,2010-11-11 09:00:00
500,1.704,150,0.6787174795993589,0 days 00:00:39.878874000,2002-10-18 04:00:00,2010-12-10 05:00:00
500,2.256,150,-1.1027548736105672,0 days 00:00:40.849155000,2002-10-18 04:00:00,2011-01-10 01:00:00
500,1.992,150,0.06627689834702354,0 days 00:00:41.585038000,2002-10-18 04:00:00,2011-02-07 21:00:00
500,1.84,150,0.34934794341978037,0 days 00:00:42.041788000,2002-10-18 04:00:00,2011-03-08 17:00:00
500,2.176,150,-0.6574511465926778,0 days 00:00:41.795907000,2002-10-18 04:00:00,2011-04-06 13:00:00
500,1.864,150,-0.5278756750362297,0 days 00:00:42.824028000,2002-10-18 04:00:00,2011-05-05 09:00:00
500,1.968,150,-0.6647608156968611,0 days 00:00:43.572966000,2002-10-18 04:00:00,2011-06-03 05:00:00
500,2.208,150,-0.8494867514233295,0 days 00:00:44.703185000,2002-10-18 04:00:00,2011-07-04 01:00:00
500,1.736,150,0.4260744863535859,0 days 00:00:45.362715000,2002-10-18 04:00:00,2011-08-01 21:00:00
500,2.368,150,-1.092787780658381,0 days 00:00:45.595484000,2002-10-18 04:00:00,2011-08-30 17:00:00
500,2.384,150,-1.108329733579881,0 days 00:00:46.215416000,2002-10-18 04:00:00,2011-09-28 13:00:00
500,2.16,150,-0.3840897547899212,0 days 00:00:47.248514000,2002-10-18 04:00:00,2011-10-27 09:00:00
500,1.672,150,0.5695078969911131,0 days 00:00:47.212643000,2002-10-18 04:00:00,2011-11-25 05:00:00
500,2.056,150,-0.11060071381894059,0 days 00:00:47.716557000,2002-10-18 04:00:00,2011-12-26 01:00:00
500,2.2,150,-0.41927738656870384,0 days 00:00:48.116334000,2002-10-18 04:00:00,2012-01-23 21:00:00
500,1.736,150,0.018024706112068238,0 days 00:00:48.469517000,2002-10-18 04:00:00,2012-02-21 17:00:00
500,2.264,150,-0.3485452487603218,0 days 00:00:49.565564000,2002-10-18 04:00:00,2012-03-21 13:00:00
500,2.792,150,-2.014954960757847,0 days 00:00:48.585210000,2002-10-18 04:00:00,2012-04-19 09:00:00
500,2.352,150,-0.9365378544656353,0 days 00:00:49.641767000,2002-10-18 04:00:00,2012-05-18 05:00:00
500,2.224,150,-1.5782414949953871,0 days 00:00:50.546773000,2002-10-18 04:00:00,2012-06-18 01:00:00
500,2.272,150,-0.2947381319456955,0 days 00:00:50.959764000,2002-10-18 04:00:00,2012-07-16 21:00:00
500,1.728,150,0.8620462290411463,0 days 00:00:51.519463000,2002-10-18 04:00:00,2012-08-14 17:00:00
500,1.928,150,0.6113694080946259,0 days 00:00:51.917365000,2002-10-18 04:00:00,2012-09-12 13:00:00
500,1.976,150,-0.244857376547876,0 days 00:00:51.682560000,2002-10-18 04:00:00,2012-10-11 09:00:00
500,2.04,150,0.40940512390518086,0 days 00:00:52.025396000,2002-10-18 04:00:00,2012-11-09 05:00:00
500,1.608,150,0.8200104779767278,0 days 00:00:52.651032000,2002-10-18 04:00:00,2012-12-10 01:00:00
500,1.88,150,-0.019885281833237498,0 days 00:00:52.988326000,2002-10-18 04:00:00,2013-01-07 21:00:00
500,2.368,150,-1.1272745087164908,0 days 00:00:54.013058000,2002-10-18 04:00:00,2013-02-05 17:00:00
500,1.824,150,0.02063472369418174,0 days 00:00:55.049362000,2002-10-18 04:00:00,2013-03-06 13:00:00
500,2.232,150,-0.8637892695474487,0 days 00:00:55.733621000,2002-10-18 04:00:00,2013-04-04 09:00:00
500,2.12,150,0.07080958667854927,0 days 00:00:56.729908000,2002-10-18 04:00:00,2013-05-03 05:00:00
500,1.608,150,0.3157147391715243,0 days 00:00:57.352825000,2002-10-18 04:00:00,2013-06-03 01:00:00
500,1.744,150,-0.007179110240566267,0 days 00:00:58.507211000,2002-10-18 04:00:00,2013-07-01 21:00:00
500,1.4,150,1.3468402762667282,0 days 00:00:59.317070000,2002-10-18 04:00:00,2013-07-30 17:00:00
500,2.416,150,-0.3770417598536074,0 days 00:00:59.355675000,2002-10-18 04:00:00,2013-08-28 13:00:00
500,1.944,150,0.167215175127343,0 days 00:00:59.732731000,2002-10-18 04:00:00,2013-09-26 09:00:00
500,1.504,150,1.1339456915742705,0 days 00:00:59.925284000,2002-10-18 04:00:00,2013-10-25 05:00:00
500,1.888,150,0.5533283507140917,0 days 00:01:00.804519000,2002-10-18 04:00:00,2013-11-25 01:00:00
500,2.056,150,-0.16847912698169926,0 days 00:01:02.560580000,2002-10-18 04:00:00,2013-12-23 21:00:00
500,2.112,150,-0.8989981662652673,0 days 00:01:02.654088000,2002-10-18 04:00:00,2014-01-21 17:00:00
500,2.232,150,-0.578648832976253,0 days 00:01:02.459597000,2002-10-18 04:00:00,2014-02-19 13:00:00
500,1.416,150,0.8168642102066979,0 days 00:01:03.464823000,2002-10-18 04:00:00,2014-03-20 09:00:00
500,1.976,150,0.6099434344120073,0 days 00:01:02.495854000,2002-10-18 04:00:00,2014-04-18 05:00:00
500,1.6,150,0.4757869211067306,0 days 00:01:03.652947000,2002-10-18 04:00:00,2014-05-19 01:00:00
500,2.0,150,0.00763661629396816,0 days 00:01:05.027091000,2002-10-18 04:00:00,2014-06-16 21:00:00
500,2.312,150,-0.38131694035003993,0 days 00:01:05.317759000,2002-10-18 04:00:00,2014-07-15 17:00:00
500,2.272,150,-1.3230103017730157,0 days 00:01:04.968670000,2002-10-18 04:00:00,2014-08-13 13:00:00
500,1.72,150,1.1218524308936737,0 days 00:01:04.439734000,2002-10-18 04:00:00,2014-09-11 09:00:00
500,1.984,150,0.18986604573261154,0 days 00:01:05.621313000,2002-10-18 04:00:00,2014-10-10 05:00:00
500,2.536,150,-1.6495608851145385,0 days 00:01:05.446980000,2002-10-18 04:00:00,2014-11-10 01:00:00
500,1.888,150,0.15563125201526637,0 days 00:01:06.129908000,2002-10-18 04:00:00,2014-12-08 21:00:00
500,2.28,150,-1.759788378472375,0 days 00:01:06.466668000,2002-10-18 04:00:00,2015-01-06 17:00:00
500,2.304,150,-0.4756228700895303,0 days 00:01:07.299628000,2002-10-18 04:00:00,2015-02-04 13:00:00
500,1.696,150,1.3077667425065433,0 days 00:01:07.321772000,2002-10-18 04:00:00,2015-03-05 09:00:00
