ESI_Global_normalised_madiff,EDI_EURUSD_spread_spotvma,EDI_G10_normalised_spotvma,EDI_Global_normalised_madiff,Date,LSTM,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret,
73.29533568,-9.66432844,8.4855322,26.75970071,13/03/2018,0.000202208,0.000754918,-1,0.142857143,1,0.000202208,0.000641587,0.175581847,
73.18578666,-9.555945003,7.649051406,26.8279351,14/03/2018,-3.36E-05,0.000543837,-1,0.142857143,1,-3.36E-05,0.00060797,0.17554823,
73.07550344,-9.625207909,7.841832743,26.90141768,15/03/2018,0.000211081,0.000671807,-1,0.047619048,1,0.000211081,0.000819051,0.175759311,
72.97571655,-11.06276408,8.94953045,27.00841221,16/03/2018,3.90E-05,0.000541388,-1,-0.047619048,0,0,0.000819051,0.175798267,
72.59967439,-10.54490626,8.795837124,27.27061477,19/03/2018,0.00015398,0.000150214,-1,-0.142857143,0,0,0.000819051,0.175952247,
72.43763128,-11.23280493,8.062808635,27.31827382,20/03/2018,0.000377707,4.15E-05,-1,-0.238095238,0,0,0.000819051,0.176329955,
72.27335068,-11.03156245,8.162225181,27.35587946,21/03/2018,0.000216539,0.000315454,-1,-0.333333333,0,0,0.000819051,0.176546493,
72.07699418,-14.44200464,5.917382593,27.30393635,22/03/2018,-7.43E-05,0.000577385,1,-0.428571429,0,0,0.000819051,0.176472158,
71.89791844,-15.73475255,7.281975947,27.28489542,23/03/2018,6.82E-06,0.000814711,1,-0.523809524,0,0,0.000819051,0.17647898,
71.32711594,-14.73866443,7.545698088,27.21251793,26/03/2018,-0.000324268,0.000916473,1,-0.523809524,0,0,0.000819051,0.176154712,
71.13587099,-14.61746164,7.280945886,27.16897072,27/03/2018,0.00014418,0.001353586,1,-0.523809524,0,0,0.000819051,0.176298892,
