Date,CCY,logret,SVM,RF,LSTM,
08/03/2018 03:00,1.2402,8.06354E-05,-3.73E-05,-7.36097E-07,7.01456E-05,
08/03/2018 04:00,1.2407,0.00040308,-0.00018627,-2.71228E-05,5.33506E-05,
08/03/2018 05:00,1.2406,-8.06029E-05,3.7248E-05,1.01731E-05,5.67089E-05,
08/03/2018 06:00,1.2404,-0.000161225,7.4505E-05,3.04662E-05,6.34266E-05,
08/03/2018 07:00,1.2397,-0.000564493,2.61E-04,0.000143183,8.69472E-05,
08/03/2018 08:00,1.2412,0.001209239,-0.00055881,-0.000384029,3.65622E-05,
08/03/2018 09:00,1.2393,-0.00153195,0.00070794,0.000580556,0.000100393,
08/03/2018 10:00,1.2383,-0.000807233,0.000373036,0.0003565,0.000134028,
08/03/2018 11:00,1.2379,-0.000323076,0.000149299,0.000158656,0.00014749,
08/03/2018 12:00,1.2379,0,0,0,0.00014749,
08/03/2018 13:00,1.241,0.002501111,-0.001155806,-0.001413382,4.32767E-05,
08/03/2018 14:00,1.2403,-0.00056422,0.000260736,0.000337225,6.67859E-05,
08/03/2018 15:00,1.2351,-0.004201347,1.94E-03,2.65E-03,0.000241842,
08/03/2018 16:00,1.2328,-0.001863933,0.000861356,0.001218282,0.000319506,
08/03/2018 17:00,1.2314,-0.001136272,0.000525091,0.000742754,0.000366851,
08/03/2018 18:00,1.2319,0.000405959,-0.000187601,-0.000255374,0.000349936,
08/03/2018 19:00,1.2314,-0.000405959,0.000187601,0.000240455,0.000366851,
08/03/2018 20:00,1.2306,-0.000649878,0.00030032,0.000361783,0.000393929,
08/03/2018 21:00,1.2313,0.000568666,-0.000262791,-0.000296228,0.000370234,
08/03/2018 22:00,1.23115,-0.00012183,5.62997E-05,5.85427E-05,0.000375311,
08/03/2018 23:00,1.23135,0.000162437,-7.50647E-05,-7.06511E-05,0.000368542,
09/03/2018 00:00,1.2307,-0.000528015,0.000244005,0.0002068,0.000390543,
09/03/2018 01:00,1.231,0.000243734,-1.13E-04,-8.60E-05,3.80E-04,
09/03/2018 02:00,1.2299,-0.000893982,0.000413124,0.000278566,0.000417637,
09/03/2018 03:00,1.2311,0.000975213,-4.51E-04,-0.000267173,0.000377003,
09/03/2018 04:00,1.2311,0,0,0,0.000377003,
09/03/2018 05:00,1.2314,0.000243655,-0.000112597,-4.92628E-05,0.000366851,
09/03/2018 06:00,1.2316,0.000162404,-7.50495E-05,-2.59669E-05,0.000360084,
09/03/2018 07:00,1.2322,0.000487053,-0.000225075,-5.71127E-05,0.00033979,
09/03/2018 08:00,1.2318,-0.000324675,0.000150038,2.48675E-05,0.000353318,
09/03/2018 09:00,1.2306,-0.000974659,0.000450407,3.39539E-05,0.000393929,
09/03/2018 10:00,1.2302,-0.000325098,0.000150233,-2.83411E-06,0.000407475,
09/03/2018 11:00,1.2294,-0.000650512,0.000300613,-3.53955E-05,0.000434579,
09/03/2018 12:00,1.2299,0.00040662,-0.000187906,3.86014E-05,0.000417637,
09/03/2018 13:00,1.2296,-0.000243952,0.000112734,-3.42002E-05,0.000427801,
09/03/2018 14:00,1.2294,-0.000162668,7.51716E-05,-2.91493E-05,0.000434579,
09/03/2018 15:00,1.2312,0.001463058,-6.76E-04,3.26E-04,3.74E-04,
09/03/2018 16:00,1.2319,0.000568389,-0.000262663,0.000151962,0.000349936,
09/03/2018 17:00,1.2325,0.000486934,-0.000225021,0.000146286,0.000329647,
09/03/2018 18:00,1.2318,-0.000568113,0.000262535,-0.000182933,0.000353318,
09/03/2018 19:00,1.2313,-0.000405992,1.88E-04,-1.35E-04,0.000370234,
09/03/2018 20:00,1.2315,0.000162417,-7.50556E-05,5.71968E-05,0.000377002,
09/03/2018 21:00,1.23065,-0.000690453,0.00031907,-0.00025847,0.000348233,
09/03/2018 22:00,1.23055,-8.12612E-05,3.75522E-05,-3.22531E-05,0.000344845,
09/03/2018 23:00,1.23055,0,0,0.00E+00,0.000344845,
12/03/2018 00:00,1.2308,0.000203141,-9.38747E-05,8.09258E-05,0.00035331,
12/03/2018 01:00,1.2311,0.000243714,-0.000112625,9.23E-05,0.000363464,
12/03/2018 02:00,1.2317,0.00048725,-0.000225167,0.000176506,0.000383766,
12/03/2018 03:00,1.2322,0.000405861,-0.000187555,1.45E-04,0.000400677,
12/03/2018 04:00,1.2323,8.11524E-05,-3.75019E-05,3.10388E-05,0.000404061,
12/03/2018 05:00,1.2325,0.000162285,-7.49947E-05,6.63E-05,0.000410822,
12/03/2018 06:00,1.232,-0.000405762,0.00018751,-0.000174952,0.000393916,
12/03/2018 07:00,1.2323,0.000243477,-0.000112515,0.000110484,0.000404061,
12/03/2018 08:00,1.2338,0.001216496,-0.000562164,0.000579607,0.000454748,
12/03/2018 09:00,1.2335,-0.000243181,0.000112378,-0.000120761,0.000444615,
12/03/2018 10:00,1.2312,-0.001866353,0.000862474,-0.000961616,0.000366851,
12/03/2018 11:00,1.2313,8.12183E-05,-3.75324E-05,4.32217E-05,0.000370234,
12/03/2018 12:00,1.2293,-0.00162562,0.000751227,-0.000845322,0.0003025,
12/03/2018 13:00,1.2301,0.000650565,-0.000300637,0.000330072,0.000329607,
12/03/2018 14:00,1.2308,0.000568898,-0.000262897,0.000267111,0.000353311,
12/03/2018 15:00,1.2321,0.001055666,-0.000487841,0.000465439,0.000397297,
12/03/2018 16:00,1.2318,-0.000243516,0.000112533,-0.00010399,0.00038715,
12/03/2018 17:00,1.232,0.000162351,-7.50251E-05,7.23419E-05,0.000393915,
12/03/2018 18:00,1.233,0.000811359,-0.000374943,0.00037494,0.000427722,
12/03/2018 19:00,1.2337,0.00056756,-0.000262279,0.000274637,0.00045137,
12/03/2018 20:00,1.2339,0.000162101,-7.49096E-05,8.08514E-05,0.000458124,
12/03/2018 21:00,1.2334,-0.000405301,0.000187297,-0.000205809,0.000441237,
12/03/2018 22:00,1.2335,8.10734E-05,-3.74654E-05,4.15656E-05,0.000444616,
12/03/2018 23:00,1.23335,-0.000121613,5.61993E-05,-6.39363E-05,0.000439549,
13/03/2018 00:00,1.2339,0.000445841,-0.000206031,0.000248356,0.000458125,
13/03/2018 01:00,1.234,8.10406E-05,-3.74502E-05,4.91E-05,0.0004615,
13/03/2018 02:00,1.2339,-8.10406E-05,3.74502E-05,-5.23115E-05,0.000458125,
13/03/2018 03:00,1.2335,-0.000324228,1.50E-04,-2.21E-04,0.000444616,
13/03/2018 04:00,1.2332,-0.00024324,0.000112405,-0.000166112,0.000434481,
13/03/2018 05:00,1.2328,-0.000324412,1.50E-04,-2.22E-04,0.000420964,
13/03/2018 06:00,1.2329,8.11129E-05,-3.74836E-05,5.56396E-05,0.000424343,
13/03/2018 07:00,1.2329,0,0,0,0.000424343,
13/03/2018 08:00,1.232,-0.000730253,0.000337462,-0.000503291,0.000393916,
13/03/2018 09:00,1.2334,0.001135718,-5.25E-04,0.000784494,0.000441237,
13/03/2018 10:00,1.233,-0.000324359,0.000149892,-0.000224095,0.000427722,
13/03/2018 11:00,1.233,0,0.00E+00,0,0.000427722,
13/03/2018 12:00,1.2337,0.00056756,-0.000262279,0.000411064,0.000451371,
13/03/2018 13:00,1.2366,0.002347894,-1.09E-03,0.001770378,0.000549199,
13/03/2018 14:00,1.2369,0.000242571,-0.000112096,0.00019728,0.000559307,
13/03/2018 15:00,1.2375,0.000484966,-2.24E-04,0.00041846,0.000579514,
13/03/2018 16:00,1.2399,0.001937516,-0.000895359,0.001738047,0.000660243,
13/03/2018 17:00,1.2402,0.000241926,-1.12E-04,0.000216177,0.000670324,
13/03/2018 18:00,1.2392,-0.000806647,0.000372765,-0.00071687,0.000636713,
13/03/2018 19:00,1.2399,0.000564721,-2.61E-04,0.000498635,0.000660243,
13/03/2018 20:00,1.2386,-0.001049022,0.000484771,-0.000920837,0.000616534,
13/03/2018 21:00,1.239,0.000322893,-1.49E-04,0.000281865,0.000629988,
13/03/2018 22:00,1.2392,0.000161407,-7.45892E-05,0.000140232,6.37E-04,
13/03/2018 23:00,1.23935,0.000121039,-5.59E-05,0.000104508,0.000641757,
14/03/2018 00:00,1.2393,-4.03445E-05,1.86439E-05,-3.45704E-05,0.000640077,
14/03/2018 01:00,1.2395,0.000161368,-7.46E-05,0.000136614,0.000646801,
14/03/2018 02:00,1.2403,0.000645213,-0.000298164,0.000539078,0.000673685,
14/03/2018 03:00,1.2409,0.000483637,-2.23E-04,0.00039864,0.000693836,
14/03/2018 04:00,1.2405,-0.000322399,0.000148986,-0.000261474,0.000680403,
14/03/2018 05:00,1.2408,0.000241809,-1.12E-04,1.94E-04,6.90E-04,
14/03/2018 06:00,1.2405,-0.000241809,0.000111744,-0.000191286,0.000680403,
14/03/2018 07:00,1.2399,-0.000483793,2.24E-04,-0.000379131,0.000660245,
14/03/2018 08:00,1.2389,-0.000806842,0.000372856,-0.000624222,0.000626627,
14/03/2018 09:00,1.2375,-0.001130674,0.000522504,-0.000865973,0.000579515,
14/03/2018 10:00,1.2367,-0.000646674,0.000298839,-0.000491363,0.000552571,
14/03/2018 11:00,1.2374,0.000565862,-2.61E-04,0.000426448,0.000576148,
14/03/2018 12:00,1.2381,0.000565542,-0.000261347,0.000424977,0.000599712,
14/03/2018 13:00,1.2363,-0.001454898,0.000672334,-0.001085898,0.000539092,
14/03/2018 14:00,1.2358,-0.000404514,0.000186933,-0.000299646,0.000522237,
14/03/2018 15:00,1.2363,0.000404514,-0.000186933,0.000299732,0.000539092,
14/03/2018 16:00,1.2362,-8.08898E-05,3.73806E-05,-5.98916E-05,0.000535721,
14/03/2018 17:00,1.2367,0.000404384,-0.000186873,0.000300553,0.00055257,
14/03/2018 18:00,1.2376,0.000727479,-0.00033618,0.000543985,0.000582882,
14/03/2018 19:00,1.2376,0,0,0,0.000582882,
14/03/2018 20:00,1.237,-0.000484927,0.000224093,-0.00036495,0.000603087,
14/03/2018 21:00,1.2367,-0.000242552,0.000112087,-0.000182488,0.000613193,
14/03/2018 22:00,1.2368,8.08571E-05,-3.73654E-05,6.10811E-05,0.000609823,
14/03/2018 23:00,1.23685,4.04261E-05,-1.86816E-05,3.07096E-05,0.000608139,
15/03/2018 00:00,1.2375,0.000525391,-0.000242792,0.000402031,0.000586248,
15/03/2018 01:00,1.2382,0.000565497,-0.000261326,0.000437982,0.000562686,
15/03/2018 02:00,1.2377,-0.000403894,0.000186646,-0.000316045,0.000579514,
15/03/2018 03:00,1.238,0.000242356,-0.000111997,0.000188164,0.000569416,
15/03/2018 04:00,1.238,0,0,0,0.000569416,
15/03/2018 05:00,1.2382,0.000161538,-7.46494E-05,1.20E-04,0.000562686,
15/03/2018 06:00,1.2375,-0.000565497,0.000261326,-0.000401865,0.000586248,
15/03/2018 07:00,1.2366,-0.000727537,0.000336207,-0.000491198,0.000616562,
15/03/2018 08:00,1.2369,0.000242571,-0.000112096,0.000155912,0.000606455,
15/03/2018 09:00,1.2365,-0.000323441,1.49E-04,-1.99E-04,6.20E-04,
15/03/2018 10:00,1.236,-0.000404449,0.000186903,-0.000236036,0.000636784,
15/03/2018 11:00,1.2363,0.000242689,-1.12E-04,1.32E-04,6.27E-04,
15/03/2018 12:00,1.2349,-0.001133053,0.000523603,-0.000567591,0.000673882,
15/03/2018 13:00,1.2339,-0.00081011,0.000374366,-0.000374711,0.000707637,
15/03/2018 14:00,1.2333,-0.000486381,0.000224765,-0.000208845,0.000727903,
15/03/2018 15:00,1.2344,0.000891518,-0.000411986,0.000364289,0.000690756,
15/03/2018 16:00,1.232,-0.001946157,0.000899353,-0.000749858,0.000771846,
15/03/2018 17:00,1.2316,-0.000324728,0.000150062,-0.000117884,0.000785376,
15/03/2018 18:00,1.2336,0.001622587,-0.000749825,0.000537684,0.000717768,
15/03/2018 19:00,1.2303,-0.002678682,0.001237865,-0.000798983,0.00082938,
15/03/2018 20:00,1.2302,-8.12843E-05,3.75629E-05,-2.35634E-05,0.000832768,
15/03/2018 21:00,1.2305,0.000243833,-0.000112679,6.06965E-05,0.000822608,
15/03/2018 22:00,1.2305,0,0,0,0.000822608,
15/03/2018 23:00,1.2306,8.12645E-05,-3.75537E-05,1.07762E-05,0.00081922,
16/03/2018 00:00,1.2306,0,0,0,0.00081922,
16/03/2018 01:00,1.2304,-0.000162536,7.51105E-05,-2.36065E-06,0.000825993,
16/03/2018 02:00,1.2301,-0.000243853,0.000112689,9.70905E-06,0.000836153,
16/03/2018 03:00,1.2306,0.000406388,-0.000187799,-3.28176E-05,0.00081922,
16/03/2018 04:00,1.2308,0.000162509,-7.50983E-05,-1.8104E-05,0.000812449,
16/03/2018 05:00,1.2311,0.000243714,-0.000112625,-3.43455E-05,0.000802295,
16/03/2018 06:00,1.2312,8.12249E-05,-3.75354E-05,-1.2815E-05,0.000798911,
16/03/2018 07:00,1.2319,0.000568389,-0.000262663,-9.60067E-05,7.75E-04,
16/03/2018 08:00,1.2318,-8.11787E-05,3.75141E-05,1.36988E-05,0.000778612,
16/03/2018 09:00,1.2318,0,0,0,0.000778612,
16/03/2018 10:00,1.2323,0.000405828,-0.00018754,-4.402E-05,0.000761702,
16/03/2018 11:00,1.2326,0.000243418,-0.000112487,-1.71046E-05,0.00075156,
16/03/2018 12:00,1.2328,0.000162245,-7.49764E-05,-4.09174E-06,0.0007448,
16/03/2018 13:00,1.2309,-0.001542396,7.13E-04,-2.68E-05,8.09E-04,
16/03/2018 14:00,1.2284,-0.0020331,0.00093953,-0.000113824,0.000893779,
16/03/2018 15:00,1.2262,-0.001792553,0.00082837,-5.39186E-05,0.000968468,
16/03/2018 16:00,1.228,0.001466873,-0.000677867,2.20201E-06,0.000907349,
16/03/2018 17:00,1.2292,0.000976722,-0.00045136,5.03769E-06,0.000866652,
16/03/2018 18:00,1.2289,-0.000244091,0.000112799,1.63687E-06,0.000856481,
16/03/2018 19:00,1.2284,-0.000406951,0.000188059,1.07829E-05,0.000839525,
16/03/2018 20:00,1.22865,0.000203496,-9.4039E-05,-1.31011E-05,0.000848004,
16/03/2018 21:00,1.22895,0.000244141,-0.000112822,-1.75626E-05,0.000858177,
16/03/2018 22:00,1.22895,0,0,0,0.000858177,
16/03/2018 23:00,1.22895,0,0,0,0.000858177,
19/03/2018 00:00,1.2281,-0.000691887,0.000319733,5.51265E-05,0.000829348,
19/03/2018 01:00,1.2271,-0.000814598,0.00037644,6.78897E-05,7.95E-04,
19/03/2018 02:00,1.227,-8.14963E-05,3.76608E-05,7.8582E-06,0.000792011,
19/03/2018 03:00,1.2271,8.14963E-05,-3.76608E-05,-9.07378E-06,7.95E-04,
19/03/2018 04:00,1.2272,8.14896E-05,-3.76578E-05,-1.01847E-05,0.000798802,
19/03/2018 05:00,1.2267,-0.000407515,1.88E-04,5.72E-05,7.82E-04,
19/03/2018 06:00,1.2262,-0.000407681,0.000188396,6.46859E-05,0.000764836,
19/03/2018 07:00,1.2267,0.000407681,-1.88E-04,-7.35E-05,7.82E-04,
19/03/2018 08:00,1.2267,0,0,0,0.000781822,
19/03/2018 09:00,1.2281,0.001140623,-0.000527101,-0.000325752,0.000829348,
19/03/2018 10:00,1.2283,0.00016284,-7.52511E-05,-5.7611E-05,0.000836133,
